duid,fy_start,fy_label,curtailment_pct,metric_version,generation_mwh,months_covered
WRSF1,2023,FY23-24,0.0656,2.0-proxy,37337.0,12
WRSF1,2024,FY24-25,0.0653,2.0-proxy,28379.0,12
WRSF1,2025,FY25-26,0.0303,2.0-proxy,36454.0,12
WRSF1,2026,FY26-27,0.0355,2.0-proxy,4567.0,2
WRWF1,2020,FY20-21,0.0214,2.0-proxy,157862.0,4
WRWF1,2021,FY21-22,0.0247,2.0-proxy,537206.0,12
WRWF1,2022,FY22-23,0.0399,2.0-proxy,494067.0,12
WRWF1,2023,FY23-24,0.0293,2.0-proxy,432252.0,12
WRWF1,2024,FY24-25,0.0579,2.0-proxy,464230.0,12
WRWF1,2025,FY25-26,0.0601,2.0-proxy,479970.0,12
WRWF1,2026,FY26-27,0.0211,2.0-proxy,62334.0,2
WSTWYSF1,2022,FY22-23,0.0465,2.0-proxy,61240.0,10
WSTWYSF1,2023,FY23-24,0.1527,2.0-proxy,189621.0,12
WSTWYSF1,2024,FY24-25,0.1993,2.0-proxy,171340.0,12
WSTWYSF1,2025,FY25-26,0.1422,2.0-proxy,176788.0,12
WSTWYSF1,2026,FY26-27,0.0429,2.0-proxy,22299.0,2
WUNUSF1,2024,FY24-25,0.1429,2.0-proxy,55563.0,8
WUNUSF1,2025,FY25-26,0.3914,2.0-proxy,92507.0,12
WUNUSF1,2026,FY26-27,0.1227,2.0-proxy,15661.0,2
WYASF1,2023,FY23-24,0.2291,2.0-proxy,82182.0,12
WYASF1,2024,FY24-25,0.2072,2.0-proxy,105382.0,12
WYASF1,2025,FY25-26,0.1731,2.0-proxy,109740.0,12
WYASF1,2026,FY26-27,0.0817,2.0-proxy,15740.0,2
YARANSF1,2020,FY20-21,0.0291,2.0-proxy,51094.0,4
YARANSF1,2021,FY21-22,0.1595,2.0-proxy,203908.0,12
YARANSF1,2022,FY22-23,0.1341,2.0-proxy,216880.0,12
YARANSF1,2023,FY23-24,0.0441,2.0-proxy,204428.0,12
YARANSF1,2024,FY24-25,0.1371,2.0-proxy,182487.0,12
YARANSF1,2025,FY25-26,0.2328,2.0-proxy,159632.0,12
YARANSF1,2026,FY26-27,0.201,2.0-proxy,24356.0,2
YATSF1,2020,FY20-21,0.1322,2.0-proxy,28646.0,4
YATSF1,2021,FY21-22,0.2123,2.0-proxy,139838.0,12
YATSF1,2022,FY22-23,0.1761,2.0-proxy,152598.0,12
YATSF1,2023,FY23-24,0.3373,2.0-proxy,127398.0,12
YATSF1,2024,FY24-25,0.2487,2.0-proxy,130140.0,12
YATSF1,2025,FY25-26,0.241,2.0-proxy,130826.0,12
YATSF1,2026,FY26-27,0.0384,2.0-proxy,13693.0,2
YENDWF1,2020,FY20-21,0.0184,2.0-proxy,94334.0,4
YENDWF1,2021,FY21-22,0.0732,2.0-proxy,345011.0,12
YENDWF1,2022,FY22-23,0.1161,2.0-proxy,336872.0,12
YENDWF1,2023,FY23-24,0.152,2.0-proxy,296813.0,12
YENDWF1,2024,FY24-25,0.1684,2.0-proxy,320483.0,12
YENDWF1,2025,FY25-26,0.2925,2.0-proxy,282179.0,12
YENDWF1,2026,FY26-27,0.0327,2.0-proxy,64732.0,2
